, Days_on_Market,Bathrooms,Bedrooms,City,Monlthly Rental,SQFT,State,Zip_Code,streetAddress
8,2 days ago,1,1, New York ,4000,815,NY ,10007,295 Greenwich St APT 4L
9,3 days ago,1,1, New York ,6200,1400,NY ,10007,73 Warren St APT 4
15,16 days ago,2,5, New York ,9000,2000,NY ,10007,311 Broadway APT 4B
19,34 days ago,2,2, New York ,14500,2300,NY ,10007,9 Murray St APT 12NE
22,44 days ago,3,3, New York ,12000,1685,NY ,10007,200 Chambers St APT 15D
26,122 days ago,3,3, New York ,20000,4000,NY ,10007,71 Murray St APT 2
6,1 day ago,1,1, New York ,3000,780,NY ,10038,90 Gold St APT 3E
5,3 days ago,1,1, New York ,3525,760,NY ,10280,385 S End Ave # 4AA
7,3 days ago,3,3, New York ,8950,2200,NY ,10280,380 Rector Pl APT 25A
8,3 days ago,3,3, New York ,12500,1650,NY ,10280,377 Rector Pl # 20FG
11,4 days ago,3,3, New York ,18000,3200,NY ,10280,350 Albany St PH 2
15,10 days ago,1,2, New York ,4846,800,NY ,10280,377 Rector Pl APT 24C
18,15 days ago,1,1, New York ,3600,707,NY ,10280,380 Rector Pl APT 21B
20,15 days ago,1,1, New York ,3375,550,NY ,10280,300 Albany St APT 2D
24,37 days ago,2,2, New York ,7000,1500,NY ,10280,350 Albany St # 10BC
26,53 days ago,1,1, New York ,3600,663,NY ,10280,200 Rector Pl APT 19K
2,5 hours ago,1,1, New York ,4200,1000,NY ,10021,157 E 71st St # RR
3,6 hours ago,1,1, New York ,2600,700,NY ,10021,307 E 76th St APT 2A
10,1 day ago,1,1, New York ,3250,800,NY ,10021,304 E 65th St APT 11C
14,1 day ago,1,1, New York ,2200,550,NY ,10021,971 Lexington Ave APT 3A
17,1 day ago,1,1, New York ,2595,550,NY ,10021,228 E 75th St APT 4B
18,1 day ago,1,2, New York ,3995,698,NY ,10021,435 E 76th St APT 2E
21,1 day ago,1,1, New York ,3150,900,NY ,10028,1626 2nd Ave APT 4S
5,2 days ago,2,2, New York ,5235,600,NY ,10044,405 Main St
6,14 days ago,1,1, New York ,3150,700,NY ,10044,455 Main St APT 15E
11,95 days ago,2,3, New York ,5195,1500,NY ,10044,20 River Rd APT 14C
6,3 hours ago,1,1, New York ,3250,550,NY ,10065,300 E 61st St APT 2E
9,9 hours ago,1,1, New York ,2500,600,NY ,10065,1226 2nd Ave APT 2B
14,1 day ago,2,2, New York ,14500,2100,NY ,10065,240 E 67th St APT B
15,1 day ago,2,2, New York ,18000,1650,NY ,10065,37 E 67th St APT 5A
14,2 days ago,1,1, New York ,3695,720,NY ,10075,420 E 79th St APT 4C
21,3 days ago,8,5, New York ,75000,8400,NY ,10075,15 E 80th St
1,2 hours ago,1,4, New York ,5400,1400,NY ,10128,1428 Lexington Ave APT 1A
12,10 hours ago,1,1, New York ,2825,581,NY ,10128,182 E 95th St APT 12A
15,11 hours ago,1,3, New York ,3600,1100,NY ,10128,447 E 87th St APT 2W
23,1 day ago,1,1, New York ,2800,500,NY ,10128,220 E 89th St APT 10
2,4 hours ago,1,1, New York ,3300,700,NY ,10023,166 W 76th St APT 3F
5,6 hours ago,1,1, New York ,3600,650,NY ,10023,161 W 61st St APT 21H
9,6 hours ago,2,2, New York ,7950,1562,NY ,10024,223 W 80th St APT 2
21,1 day ago,1,1, New York ,4500,550,NY ,10024,142 W 86th St APT 5A
7,6 hours ago,2,3, New York ,4395,1200,NY ,10025,157 W 95th St APT 4A
8,6 hours ago,2,2, New York ,6200,1157,NY ,10025,610 W 110th St APT 10D
14,Updated today,1,1, New York ,4750,676,NY ,10025,808 Columbus Ave APT 12D
15,Updated today,2,1, New York ,6535,861,NY ,10025,808 Columbus Ave
17,Updated today,1,2, New York ,4263,1015,NY ,10025,70 W 95th St
25,1 day ago,1,1, Manhattan ,2950,750,NY ,10025,504-510 W 110 St # 9E
